,id,target,filename,name,preprocessed_filename
81,1c231832f,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1c231832f.hdf5,1c231832f,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1c231832f.npy
82,1c48ee79b,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1c48ee79b.hdf5,1c48ee79b,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1c48ee79b.npy
83,1d6391602,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1d6391602.hdf5,1d6391602,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1d6391602.npy
84,1d7a66a28,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1d7a66a28.hdf5,1d7a66a28,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1d7a66a28.npy
85,1e0dace1a,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1e0dace1a.hdf5,1e0dace1a,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1e0dace1a.npy
86,1e1546ee1,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1e1546ee1.hdf5,1e1546ee1,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1e1546ee1.npy
87,1e7151470,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1e7151470.hdf5,1e7151470,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1e7151470.npy
88,1ee822a1a,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1ee822a1a.hdf5,1ee822a1a,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1ee822a1a.npy
89,1f2d669eb,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1f2d669eb.hdf5,1f2d669eb,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1f2d669eb.npy
90,1f583715c,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1f583715c.hdf5,1f583715c,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1f583715c.npy
91,1f6e14d66,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1f6e14d66.hdf5,1f6e14d66,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1f6e14d66.npy
92,1fb2b6ed9,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/1fb2b6ed9.hdf5,1fb2b6ed9,/media/viktor/T7/gravitational-waves-kaggle-2022/train/1fb2b6ed9.npy
93,22aa79cce,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/22aa79cce.hdf5,22aa79cce,/media/viktor/T7/gravitational-waves-kaggle-2022/train/22aa79cce.npy
94,22aab5f89,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/22aab5f89.hdf5,22aab5f89,/media/viktor/T7/gravitational-waves-kaggle-2022/train/22aab5f89.npy
95,22fecc394,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/22fecc394.hdf5,22fecc394,/media/viktor/T7/gravitational-waves-kaggle-2022/train/22fecc394.npy
96,2308c22b0,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2308c22b0.hdf5,2308c22b0,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2308c22b0.npy
97,23cbc772c,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/23cbc772c.hdf5,23cbc772c,/media/viktor/T7/gravitational-waves-kaggle-2022/train/23cbc772c.npy
98,23d9ad088,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/23d9ad088.hdf5,23d9ad088,/media/viktor/T7/gravitational-waves-kaggle-2022/train/23d9ad088.npy
99,240296c02,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/240296c02.hdf5,240296c02,/media/viktor/T7/gravitational-waves-kaggle-2022/train/240296c02.npy
100,24d4318ba,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/24d4318ba.hdf5,24d4318ba,/media/viktor/T7/gravitational-waves-kaggle-2022/train/24d4318ba.npy
101,24e6e8e15,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/24e6e8e15.hdf5,24e6e8e15,/media/viktor/T7/gravitational-waves-kaggle-2022/train/24e6e8e15.npy
102,251fbe8ef,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/251fbe8ef.hdf5,251fbe8ef,/media/viktor/T7/gravitational-waves-kaggle-2022/train/251fbe8ef.npy
103,25473bc70,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/25473bc70.hdf5,25473bc70,/media/viktor/T7/gravitational-waves-kaggle-2022/train/25473bc70.npy
104,25af27775,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/25af27775.hdf5,25af27775,/media/viktor/T7/gravitational-waves-kaggle-2022/train/25af27775.npy
105,25f844863,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/25f844863.hdf5,25f844863,/media/viktor/T7/gravitational-waves-kaggle-2022/train/25f844863.npy
106,263c0f2e9,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/263c0f2e9.hdf5,263c0f2e9,/media/viktor/T7/gravitational-waves-kaggle-2022/train/263c0f2e9.npy
107,2672d1f40,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2672d1f40.hdf5,2672d1f40,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2672d1f40.npy
108,2688e48bd,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2688e48bd.hdf5,2688e48bd,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2688e48bd.npy
109,268d09231,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/268d09231.hdf5,268d09231,/media/viktor/T7/gravitational-waves-kaggle-2022/train/268d09231.npy
110,26ef54407,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/26ef54407.hdf5,26ef54407,/media/viktor/T7/gravitational-waves-kaggle-2022/train/26ef54407.npy
111,27232453b,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/27232453b.hdf5,27232453b,/media/viktor/T7/gravitational-waves-kaggle-2022/train/27232453b.npy
112,27762456f,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/27762456f.hdf5,27762456f,/media/viktor/T7/gravitational-waves-kaggle-2022/train/27762456f.npy
113,282750892,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/282750892.hdf5,282750892,/media/viktor/T7/gravitational-waves-kaggle-2022/train/282750892.npy
114,2854c24d8,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2854c24d8.hdf5,2854c24d8,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2854c24d8.npy
115,287804e8b,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/287804e8b.hdf5,287804e8b,/media/viktor/T7/gravitational-waves-kaggle-2022/train/287804e8b.npy
116,29687fae4,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/29687fae4.hdf5,29687fae4,/media/viktor/T7/gravitational-waves-kaggle-2022/train/29687fae4.npy
117,2ace8fe15,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2ace8fe15.hdf5,2ace8fe15,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2ace8fe15.npy
118,2b7b6e431,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2b7b6e431.hdf5,2b7b6e431,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2b7b6e431.npy
119,2ba050f5e,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2ba050f5e.hdf5,2ba050f5e,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2ba050f5e.npy
120,2bd2dd727,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2bd2dd727.hdf5,2bd2dd727,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2bd2dd727.npy
121,2bd75102b,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2bd75102b.hdf5,2bd75102b,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2bd75102b.npy
122,2bdb28c78,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2bdb28c78.hdf5,2bdb28c78,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2bdb28c78.npy
123,2c1df1c81,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2c1df1c81.hdf5,2c1df1c81,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2c1df1c81.npy
124,2c5321cc0,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2c5321cc0.hdf5,2c5321cc0,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2c5321cc0.npy
125,2c72fb4ac,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2c72fb4ac.hdf5,2c72fb4ac,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2c72fb4ac.npy
126,2c9403b8e,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2c9403b8e.hdf5,2c9403b8e,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2c9403b8e.npy
127,2d3f151eb,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2d3f151eb.hdf5,2d3f151eb,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2d3f151eb.npy
128,2d89a273e,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2d89a273e.hdf5,2d89a273e,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2d89a273e.npy
129,2dc21b1ee,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2dc21b1ee.hdf5,2dc21b1ee,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2dc21b1ee.npy
130,2e3fa3232,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2e3fa3232.hdf5,2e3fa3232,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2e3fa3232.npy
131,2e542c33a,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2e542c33a.hdf5,2e542c33a,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2e542c33a.npy
132,2e6cbc467,0,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2e6cbc467.hdf5,2e6cbc467,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2e6cbc467.npy
133,2fc419e4e,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/2fc419e4e.hdf5,2fc419e4e,/media/viktor/T7/gravitational-waves-kaggle-2022/train/2fc419e4e.npy
134,306fae0da,1,/media/viktor/T7/gravitational-waves-kaggle-2022/kaggle-data/train/306fae0da.hdf5,306fae0da,/media/viktor/T7/gravitational-waves-kaggle-2022/train/306fae0da.npy
